patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
Amador,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",82,,
Amador,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",109,,
Amador,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",169,,
Amador,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",24,,
Amador,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",72,,
Amador,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",307,,
Amador,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,276,,
Amador,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",28,,
Amador,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,32,,
Amador,2013,18,INFECTIOUS & PARASITIC DISEASES,307,,
Amador,2013,19,MENTAL DISEASES & DISORDERS,121,,
Amador,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,36,,
Amador,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",81,,
Amador,2013,22,BURNS,3,,
Amador,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,68,,
Amador,2013,24,MULTIPLE SIGNFICANT TRAUMA,15,,
Amador,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",290,,
Amador,2014,2,"EYE, DISEASES & DISORDERS",7,,
Amador,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",26,,
Amador,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",352,,
Amador,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",605,,
Amador,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",412,,
Amador,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",152,,
Amador,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",572,,
Amador,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",72,,
Amador,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",97,,
Amador,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",162,,
Amador,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",21,,
Amador,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",55,,
Amador,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",333,,
Amador,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,313,,
Amador,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",43,,
Amador,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,29,,
Amador,2014,18,INFECTIOUS & PARASITIC DISEASES,345,,
Amador,2014,19,MENTAL DISEASES & DISORDERS,105,,
Amador,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,40,,
Amador,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",68,,
Amador,2014,22,BURNS,8,,
Amador,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,85,,
Amador,2014,24,MULTIPLE SIGNFICANT TRAUMA,23,,
Amador,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
Amador,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",271,,
Amador,2015,2,"EYE, DISEASES & DISORDERS",7,,
Amador,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",32,,
Amador,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",426,,
Amador,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",703,,
Amador,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",497,,
Amador,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",149,,
Amador,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",617,,
Amador,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",89,,
Amador,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",116,,
Amador,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",153,,
Amador,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",19,,
Amador,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",32,,
Amador,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",322,,
Amador,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,315,,
Amador,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",43,,
Amador,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,39,,
Amador,2015,18,INFECTIOUS & PARASITIC DISEASES,386,,
Amador,2015,19,MENTAL DISEASES & DISORDERS,133,,
Amador,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,26,,
Amador,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",67,,
Amador,2015,22,BURNS,4,,
Amador,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,66,,
Amador,2015,24,MULTIPLE SIGNFICANT TRAUMA,19,,
Amador,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
Amador,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",269,,
Amador,2016,2,"EYE, DISEASES & DISORDERS",4,,
Amador,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",29,,
Amador,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",371,,
Amador,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",653,,
Amador,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",503,,
Amador,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",147,,
Amador,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",553,,
Amador,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",128,,
Amador,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",130,,
Amador,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",176,,
Amador,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",16,,
Amador,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",30,,
Amador,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",340,,
Amador,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,315,,
Amador,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",32,,
Amador,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,39,,
Amador,2016,18,INFECTIOUS & PARASITIC DISEASES,418,,
Amador,2016,19,MENTAL DISEASES & DISORDERS,211,,
Amador,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,37,,
Amador,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",91,,
Amador,2016,22,BURNS,4,,
Amador,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,42,,
Amador,2016,24,MULTIPLE SIGNFICANT TRAUMA,12,,
Amador,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
Amador,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",306,,
Amador,2017,2,"EYE, DISEASES & DISORDERS",5,,
Amador,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",33,,
Amador,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",414,,
Amador,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",700,,
Amador,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",428,,
Amador,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",155,,
Amador,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",622,,
Amador,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",101,,
Amador,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",116,,
Amador,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",148,,
Amador,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",28,,
Amador,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",21,,
Amador,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",320,,
Amador,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,311,,
Amador,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",39,,
Amador,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,30,,
Amador,2017,18,INFECTIOUS & PARASITIC DISEASES,472,,
Amador,2017,19,MENTAL DISEASES & DISORDERS,136,,
Amador,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,16,,
Amador,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",93,,
Amador,2017,22,BURNS,4,,
Amador,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,45,,
Amador,2017,24,MULTIPLE SIGNFICANT TRAUMA,24,,
Amador,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
Amador,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",319,,
Amador,2018,2,"EYE, DISEASES & DISORDERS",5,,
Amador,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",30,,
Amador,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",331,,
Amador,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",696,,
Amador,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",422,,
Amador,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",160,,
Amador,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",656,,
Amador,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",106,,
Amador,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",103,,
Amador,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",171,,
Amador,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",24,,
Amador,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",15,,
Amador,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",326,,
Amador,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,317,,
Amador,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",37,,
Amador,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,30,,
Amador,2018,18,INFECTIOUS & PARASITIC DISEASES,510,,
Amador,2018,19,MENTAL DISEASES & DISORDERS,106,,
Amador,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,25,,
Amador,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",102,,
Amador,2018,22,BURNS,3,,
Amador,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,48,,
Amador,2018,24,MULTIPLE SIGNFICANT TRAUMA,16,,
Amador,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
Butte,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1912,,
Butte,2012,2,"EYE, DISEASES & DISORDERS",51,,
Butte,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",317,,
Butte,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",3464,,
Butte,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3976,,
Butte,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3341,,
Butte,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1101,,
Butte,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3002,,
Butte,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",1027,,
Butte,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1002,,
Butte,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1381,,
Butte,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",115,,
Butte,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",447,,
Butte,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2566,,
Butte,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2497,,
Butte,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",290,,
Butte,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,174,,
Butte,2012,18,INFECTIOUS & PARASITIC DISEASES,2051,,
Butte,2012,19,MENTAL DISEASES & DISORDERS,1395,,
Butte,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,317,,
Butte,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",772,,
Butte,2012,22,BURNS,22,,
Butte,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1074,,
Butte,2012,24,MULTIPLE SIGNFICANT TRAUMA,66,,
Butte,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,17,,
Butte,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1929,,
Butte,2013,2,"EYE, DISEASES & DISORDERS",43,,
Butte,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",275,,
Butte,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2900,,
Butte,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3845,,
Butte,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3172,,
Butte,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1027,,
Butte,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2964,,
Butte,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",809,,
Butte,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",884,,
Butte,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1351,,
Butte,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",89,,
Butte,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",479,,
Butte,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2591,,
Butte,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2461,,
Butte,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",226,,
Butte,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,176,,
Butte,2013,18,INFECTIOUS & PARASITIC DISEASES,3486,,
Butte,2013,19,MENTAL DISEASES & DISORDERS,1543,,
Butte,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,222,,
Butte,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",785,,
Butte,2013,22,BURNS,23,,
Butte,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1046,,
Butte,2013,24,MULTIPLE SIGNFICANT TRAUMA,74,,
Butte,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,22,,
Butte,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2027,,
Butte,2014,2,"EYE, DISEASES & DISORDERS",33,,
Butte,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",256,,
Butte,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2578,,
Butte,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3708,,
Butte,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3130,,
Butte,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",947,,
Butte,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2937,,
Butte,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",704,,
Butte,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",830,,
Butte,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1285,,
Butte,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",100,,
Butte,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",370,,
Butte,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2621,,
Butte,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2553,,
Butte,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",210,,
Butte,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,186,,
Butte,2014,18,INFECTIOUS & PARASITIC DISEASES,4676,,
Butte,2014,19,MENTAL DISEASES & DISORDERS,1633,,
Butte,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,231,,
Butte,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",804,,
Butte,2014,22,BURNS,28,,
Butte,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,573,,
Butte,2014,24,MULTIPLE SIGNFICANT TRAUMA,68,,
Butte,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,17,,
Butte,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2083,,
Butte,2015,2,"EYE, DISEASES & DISORDERS",31,,
Butte,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",301,,
Butte,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2485,,
Butte,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3996,,
Butte,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3013,,
Butte,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",978,,
Butte,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3034,,
Butte,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",618,,
Butte,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",973,,
Butte,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1467,,
Butte,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",98,,
Butte,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",318,,
Butte,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2614,,
Butte,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2540,,
Butte,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",224,,
Butte,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,204,,
Butte,2015,18,INFECTIOUS & PARASITIC DISEASES,5085,,
Butte,2015,19,MENTAL DISEASES & DISORDERS,1468,,
Butte,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,245,,
Butte,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",821,,
Butte,2015,22,BURNS,25,,
Butte,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,595,,
Butte,2015,24,MULTIPLE SIGNFICANT TRAUMA,68,,
Butte,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,11,,
Butte,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2364,,
Butte,2016,2,"EYE, DISEASES & DISORDERS",41,,
Butte,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",322,,
Butte,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2648,,
Butte,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4361,,
Butte,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3148,,
Butte,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",947,,
Butte,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3207,,
Butte,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",776,,
Butte,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",993,,
Butte,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1498,,
Butte,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",124,,
Butte,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",298,,
Butte,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2665,,
Butte,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2570,,
Butte,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",266,,
Butte,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,210,,
Butte,2016,18,INFECTIOUS & PARASITIC DISEASES,4785,,
Butte,2016,19,MENTAL DISEASES & DISORDERS,1494,,
Butte,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,220,,
Butte,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",867,,
Butte,2016,22,BURNS,19,,
Butte,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,377,,
Butte,2016,24,MULTIPLE SIGNFICANT TRAUMA,68,,
Butte,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,14,,
Butte,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2460,,
Butte,2017,2,"EYE, DISEASES & DISORDERS",39,,
Butte,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",281,,
Butte,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2901,,
Butte,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4322,,
Butte,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3040,,
Butte,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",989,,
Butte,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3270,,
Butte,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",726,,
Butte,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1129,,
Butte,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1720,,
Butte,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",126,,
Butte,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",282,,
Butte,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",2539,,
Butte,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,2483,,
Butte,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",256,,
Butte,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,187,,
Butte,2017,18,INFECTIOUS & PARASITIC DISEASES,4763,,
Butte,2017,19,MENTAL DISEASES & DISORDERS,1571,,
Butte,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,291,,
Butte,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",968,,
Butte,2017,22,BURNS,27,,
Butte,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,379,,
Butte,2017,24,MULTIPLE SIGNFICANT TRAUMA,77,,
Butte,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,17,,
Butte,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",2330,,
Butte,2018,2,"EYE, DISEASES & DISORDERS",43,,
Butte,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",315,,
Butte,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2909,,
Butte,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",4394,,
Butte,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",3161,,
Butte,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1027,,
Butte,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",3409,,
Butte,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",736,,
Butte,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1071,,
Butte,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1715,,
